title,author,publish_press,yizhe,publish_time,pages,price,series,series_url,ISBN,score,pingjiarenshu,url
中国的宗教系统及其古代形式、变迁、历史及现状 ,[荷]高延, 花城出版社,芮传明等, 2018-3, 1905, 588.00元,,, 9787536085916,9.0,37,https://book.douban.com/subject/30128170/
萨满教 : 古老的入迷术,[美]米尔恰·伊利亚德 (Mircea Eliade), 社会科学文献出版社,段满福, 2018-8, 609, 128.00,内蒙古民族文化通鉴·翻译系列,https://book.douban.com/series/44156, 9787520130004,,,https://book.douban.com/subject/30258605/
重读《资本论》 ,[美] 费雷德里克·詹姆逊, 中国人民大学出版社,"胡志国,陈清贵", 2015-6, 289,,马克思主义研究论库·第一辑,https://book.douban.com/series/21759, 9787300211626,,,https://book.douban.com/subject/26372336/
古代中国的节日 : 汉代(公元前206-公元220年)的新年和其他年庆活动,(美) 德克·卜德 (Derk Bodde), 学苑出版社,, 2017-6,, 65.00,,, 9787507752601,,,https://book.douban.com/subject/27084082/
古代中国与皇帝祭祀 ,[日] 金子修一, 复旦大学出版社,"肖聖中,吳思思,王曹傑", 2017-7-1, 252, CNY 45.00,日本学者古代中国研究丛刊,https://book.douban.com/series/34408, 9787309130317,8.1,90,https://book.douban.com/subject/27078752/
中国人的宗教信仰 ,(法) 葛兰言, 贵州人民出版社,程门, 2010-4, 166, 20.00元,原道文丛,https://book.douban.com/series/2574, 9787221088833,7.7,48,https://book.douban.com/subject/4317992/
中古中国的荫护与社群 : 公元400—600年的襄阳城,(美) 戚安道, 南京大学出版社,毕云, 2021-1, 220, 60.00元,南京大学六朝研究所书系,https://book.douban.com/series/54874,,,,https://book.douban.com/subject/35188497/
中国历史上的白莲教 ,田海, 商务印书馆,"刘平,王蕊", 2017-11, 368, 66.00,中国秘密社会研究译丛,https://book.douban.com/series/3186, 9787100140041,8.7,127,https://book.douban.com/subject/27067748/
中国民间宗教史(上下) ,韩秉方                   /                        马西沙, 中国社会科学出版社,, 2004-08, 1085, 89.00,社科学术文库,https://book.douban.com/series/2688, 9787500444404,8.3,71,https://book.douban.com/subject/1012274/
变迁之神 : 南宋时期的民间信仰,[美]韩森, 中西书局,, 2016-7, 213, 35.00元,中西学术文丛,https://book.douban.com/series/18526, 9787547510315,7.6,172,https://book.douban.com/subject/26826817/
宋代民众祠神信仰研究 ,皮庆生, 上海古籍出版社,, 2008-10, 408, 48.00元,复旦文史丛刊,https://book.douban.com/series/2531, 9787532550470,7.6,67,https://book.douban.com/subject/3272221/
制造儒家 : 中国诸传统与普世文明,[美] 詹启华 (Lionel M. Jensen), 北京大学出版社,, 2019-1, 536, 89.00元,德先声,https://book.douban.com/series/43406, 9787301302293,7.7,18,https://book.douban.com/subject/30422570/
论祈祷 : 探究人类的秘仪和心灵秘界,【法】马歇尔·莫斯, 北京大学出版社,蒙养山人, 2013-6, 180, 29.00,沙发图书馆·星经典,https://book.douban.com/series/12476, 9787301223246,7.1,27,https://book.douban.com/subject/25663422/
中国的宗教系统及其古代形式、变迁、历史及现状 ,[荷]高延, 花城出版社,芮传明等, 2018-3, 1905, 588.00元,,, 9787536085916,9.0,37,https://book.douban.com/subject/30128170/
宗教改革 : 现代世界的黎明，1450-1650年,[美]卡洛斯·艾尔 (Carlos M. N. Eire), 社会科学文献出版社,林国荣,, 920, 158.00,甲骨文丛书,https://book.douban.com/series/23971, 9787520118736,,,https://book.douban.com/subject/27205404/
政治社会的世系 : 后殖民民主研究,[印度] 帕沙·查特吉（Partha Chatterjee）, 西北大学出版社,"王行坤,王原", 2017-2-1, 376, 76.00,精神译丛,https://book.douban.com/series/26888, 9787560440071,8.9,15,https://book.douban.com/subject/26981877/
内亚史 ,[美] 斯瓦特·苏塞克, 商务印书馆,"袁剑,程秀金", 2018-10,, 40.00元,汉译丝瓷之路历史文化丛书,https://book.douban.com/series/36005, 9787100160681,,,https://book.douban.com/subject/30225764/
行者诡道 : 一个16世纪文人的双重世界,[美]娜塔莉·泽蒙·戴维斯, 北京大学出版社,周兵, 2018-11, 440, 86,博雅同文馆·历史-人类学译丛,https://book.douban.com/series/5673, 9787301297353,8.2,88,https://book.douban.com/subject/30286941/
左道 : 中国宗教文化中的神与魔,[美]万志英（Richard von Glahn）, 社会科学文献出版社,廖涵缤, 2018-8, 440, 79.00,甲骨文丛书,https://book.douban.com/series/23971, 9787520125154,7.5,558,https://book.douban.com/subject/30186003/
漢人的社會邏輯 : 對於社會再生產過程中「異化」角色的人類學解釋,桑高仁, 中央研究院民族學研究所,丁仁傑, 2012-12, 441, TWD 470,,, 9789860342628,,,https://book.douban.com/subject/25660909/
中心与边缘 : 萨满教的社会人类学研究,[英]I.M.刘易斯, 社会科学文献出版社,郑文, 2019-7, 212, 68.00元,萨满文化研究丛书,https://book.douban.com/series/22975, 9787520148931,8.5,13,https://book.douban.com/subject/34451972/
文化霸權和社會主義的戰略 ,Ernesto Laclau                   /                Chantal Mouffe, 遠流,陳墇津, 1994, 304, NT$250,新马克思主义新知译丛,https://book.douban.com/series/11227, 9789573223405,8.7,15,https://book.douban.com/subject/1870947/
所述之言 : 布赫迪厄反思社會學文集,皮耶．布赫迪厄(Pierre Bourdieu), 麥田,陳逸淳, 2012-6, 376, NT450,,, 9789861737836,8.9,24,https://book.douban.com/subject/10772212/
个人知识 : 朝向后批判哲学,[英] 迈克尔·波兰尼                   /                        Michael Polanyi, 上海人民出版社,徐陶, 2017-9, 562,,学术译丛,https://book.douban.com/series/10237, 9787208145627,8.4,44,https://book.douban.com/subject/27078425/
布尔迪厄传 ,[法] 让-路易·法比尼亚（Jean-Louis，Fabian）, 中国人民大学出版社,陈秀萍, 2021-1, 244, 59.80元,明德·大师传记馆,https://book.douban.com/series/21242, 9787300287959,9.0,14,https://book.douban.com/subject/35284856/
自然的政治 : 如何把科学带入民主,[法] 布鲁诺·拉图尔, 河南大学出版社,麦永雄, 2016-4, 534, 68.00,人文科学译丛,https://book.douban.com/series/8224, 9787564921347,8.2,83,https://book.douban.com/subject/26606369/
对活人的治理 : 法兰西学院课程系列：1979-1980,[法] 米歇尔·福柯, 上海人民出版社,赵灿, 2020-7,, 90,法兰西学院演讲系列,https://book.douban.com/series/6972, 9787208165212,9.2,44,https://book.douban.com/subject/35099265/
非理性主义 : 卢卡奇与马克思主义理性观,[美] 汤姆·洛克莫尔 (Tom Rockmore), 中国人民大学出版社,孟丹, 2014-4, 254,,马克思主义研究论库·第一辑,https://book.douban.com/series/21759, 9787300184746,,,https://book.douban.com/subject/25833471/
东南亚大陆早期文化 : 从最初的人类到吴哥王朝,查尔斯·海厄姆, 文物出版社,"蒋璐,孙漪娜", 2017-1, 447, 380.00元,,, 9787501048038,,,https://book.douban.com/subject/27021041/
中国中世纪的鬼节 ,[美] 太史文, 上海人民出版社,侯旭东, 2016-7, 238, 48.00元,中古中国研究书系,https://book.douban.com/series/36312, 9787208128347,7.2,113,https://book.douban.com/subject/26337135/
国家根本与皇帝世仆 : 清代旗人的法律地位,鹿智钧, 东方出版中心,, 2019-8-1, 404, 58.00元,胭+砚（YY） PROJECT,https://book.douban.com/series/40237, 9787547315101,7.0,30,https://book.douban.com/subject/34478016/
中国的天文历法 ,[日] 薮内清, 北京大学出版社,杜石然, 2017-7-20, 336, 68.00元,,, 9787301255582,8.3,27,https://book.douban.com/subject/27096167/
近代日本漢學家 : 東洋學的系譜  第一集,[日]江上波夫, 萬卷樓,林慶彰, 2015-7, 218, NTD 320.00元,日韓儒學研究叢刊,https://book.douban.com/series/41325, 9789577398956,7.1,15,https://book.douban.com/subject/26220988/
战后日本的中国史研究 ,高明士, 中西书局,, 2019-2, 298, 68.00元,,, 9787547515532,6.4,26,https://book.douban.com/subject/30488979/
游牧考古学 : 在伊朗和土耳其的田野调查,[澳]罗杰·克里布, 郑州大学出版社,"李莎,唐仲明,于澎涛", 2015-9, 199, 28.00元,,, 9787564517168,7.0,20,https://book.douban.com/subject/26658447/
中国古代皇帝祭祀研究 ,金子修一, 西北大学出版社,"徐璐,张子如", 2018-10, 437, 120.00元,海外中国研究书系·日本学人唐代文史研究八人集,https://book.douban.com/series/44419, 9787560442662,7.7,20,https://book.douban.com/subject/30353884/
东晋南朝侨州郡县与侨流人口研究 ,胡阿祥, 江苏人民出版社,, 2019-10, 488, 99.00元,南京大学六朝研究所书系,https://book.douban.com/series/54874, 9787214239587,,,https://book.douban.com/subject/34911780/
魏晋南北朝官僚制研究 ,[日] 窪添慶文, 复旦大学出版社,"趙立新,凃宗呈,胡雲薇,魏郁欣,呂雅婷,何源湖,黃胡群", 2017-8-1, 482, CNY 70.00,日本学者古代中国研究丛刊,https://book.douban.com/series/34408, 9787309130409,7.6,72,https://book.douban.com/subject/27082390/
六朝的城市与社会 ,刘淑芬, 南京大学出版社,, 2021-1, 476, 98.00,南京大学六朝研究所书系,https://book.douban.com/series/54874, 9787305232206,9.3,24,https://book.douban.com/subject/35063747/
汉唐间史学的发展（修订本） ,胡宝国, 北京大学出版社,, 2014-10-1, 252, 39.00元,博雅撷英,https://book.douban.com/series/25554, 9787301248423,9.5,423,https://book.douban.com/subject/26107947/
文书行政的汉帝国 ,富谷至, 江苏人民出版社,"刘恒武,孔李波", 2013-8, 369, 34.00,海外中国研究丛书,https://book.douban.com/series/22, 9787214101921,8.4,141,https://book.douban.com/subject/25697571/
中古时代的历史书写与皇帝权力起源 ,徐冲, 上海古籍出版社,, 2017-9, 352, 88.00元,中古中国知识·信仰·制度研究书系,https://book.douban.com/series/12637, 9787532585311,8.0,212,https://book.douban.com/subject/27114651/
新资料与中古文史论稿 ,刘安志, 上海古籍出版社,, 2014-7, 420, 99.00,,, 9787532572243,9.0,43,https://book.douban.com/subject/25913463/
中古中国的寡头政治 ,[美]姜士彬（David G. Johnson）, 中西书局,"范兆飞,秦伊", 2016-9, 286, 40.00元,中西学术文丛,https://book.douban.com/series/18526, 9787547511480,7.9,221,https://book.douban.com/subject/26877308/
魏晋政治社会史研究 ,(日) 福原启郎, 江苏人民出版社,"陆帅,刘萃峰,张紫毫", 2021-2, 492, 88.00元,海外中国研究丛书,https://book.douban.com/series/22, 9787214255587,8.7,27,https://book.douban.com/subject/35220989/
古代中国的节庆与歌谣 ,葛兰言(Marcel Granet), 广西师范大学出版社,"赵丙祥,张宏明", 2005年11月, 256, 24.00元,现代人类学经典译丛,https://book.douban.com/series/6341, 9787563354795,8.6,312,https://book.douban.com/subject/1439691/
宇宙與歷史 : 永恆回歸的神話,M.耶律亚德, 联经出版社,楊儒賓,, 159, 200TWD,,, 9789570820805,9.1,73,https://book.douban.com/subject/2095400/
民族、文明与新世界 : 20世纪前期的中国叙述,王铭铭 编, 世界图书出版公司,, 2010-7, 492, 56.00元,,, 9787510020858,7.1,26,https://book.douban.com/subject/4861841/
论技术、技艺与文明 ,马塞尔·莫斯(Marcel Mauss)                   /                施郎格, 世界图书出版公司北京公司,蒙养山人, 2010-9, 180, 25.00元,现代人类学经典译丛,https://book.douban.com/series/6341, 9787510024139,7.3,75,https://book.douban.com/subject/4898563/
先秦秦汉思想史研究 ,谷中信一, 上海古籍出版社,孙佩霞, 2015-12-1, 456, CNY 75.00,早期中国研究丛书,https://book.douban.com/series/433, 9787532577583,6.8,17,https://book.douban.com/subject/26687789/
“土著”如何思考 : 以库克船长为例,[美国]            马歇尔·萨林斯, 上海人民出版社,张宏明, 2003-7-1, 397, 23.00,社会与文化丛书,https://book.douban.com/series/8011, 9787208044364,7.8,140,https://book.douban.com/subject/1126175/
與歷史對話 : 二十世紀中國對越王勾踐的敘述,[美国] 柯文, 中華書局(香港)有限公司,董鐵柱, 2021-2-19, 336, 138,,, 9789888758043,,,https://book.douban.com/subject/35376098/
为士之道（增订本） : 中唐士人的自省风气,王德权, 中西书局,, 2020-7, 246, 128.00元,,, 9787547517222,8.5,15,https://book.douban.com/subject/35142810/
中古时期社邑研究 ,郝春文, 上海古籍出版社,, 2019-4-1, 420, 128,,, 9787532591428,7.9,25,https://book.douban.com/subject/33406315/
唐代中国的国家与学者 ,[英] 麦大维, 中国社会科学出版社,"张达志,蔡明琼", 2019-7, 448, 128.00,鼓楼史学丛书·海外中国研究系列,https://book.douban.com/series/54658, 9787520337939,7.7,31,https://book.douban.com/subject/30420959/
龙门石窟供养人 : 中古中国佛教造像中的信仰、政治与资助,(美) 倪雅梅, 中华书局,陈朝阳, 2020-11, 180, 46.00,,, 9787101147612,8.7,20,https://book.douban.com/subject/35219275/
唐代交通图考 ,严耕望, 低音·北京联合出版公司,, 2021-7, 2520, 880.00元,低音·回响,https://book.douban.com/series/46886, 9787559635983,,,https://book.douban.com/subject/34813520/
從西郊到南郊 : 国家祭典与北魏政治,康乐, 稻鄉出版社,, 1995-1-1, 424, NTD410,史學叢書系列,https://book.douban.com/series/36472, 9789578571198,8.3,60,https://book.douban.com/subject/2299823/
天地会的仪式与神话 : 创造认同,[荷] 田海, 商务印书馆,李恭忠, 2018-9, 460, 76.00,,, 9787100160278,8.3,57,https://book.douban.com/subject/30194512/
讲故事 : 中国历史上的巫术与替罪,[荷] 田海, 中西书局,"赵凌云,周努鲁,黄菲,李瞳 译,黄宇宁,徐力恒 校", 2017-4, 358, 68.00元,国际佛教与中国宗教研究丛书,https://book.douban.com/series/31694, 9787547511213,8.2,270,https://book.douban.com/subject/27028462/
国王神迹 : 英法王权所谓超自然性研究,[法]马克·布洛赫, 商务印书馆,张绪山, 2018-8, 544, CNY 158.00,,, 9787100158381,9.2,237,https://book.douban.com/subject/30133210/
《十王经》与中国中世纪佛教冥界的形成 ,[美]太史文, 上海古籍出版社,张煜, 2016-12-1, 344, 66.00元,觉群佛学译丛,https://book.douban.com/series/4586, 9787532582853,8.4,55,https://book.douban.com/subject/26945592/
契丹古代史研究 ,[日]爱宕松男, 内蒙古人民出版社,邢复礼, 2014-8, 201, 36.00元,北方民族史译丛,https://book.douban.com/series/28327, 9787204130009,8.1,15,https://book.douban.com/subject/26291492/
五代时期北方中国的权力结构 ,王赓武, 中西书局,"胡耀飞,尹承", 2014-4, 251, 35.00元,中西学术文丛,https://book.douban.com/series/18526, 9787547506431,7.9,250,https://book.douban.com/subject/25881733/
香港道教與扶乩信仰 : 歷史與認同,志賀市子, 香港中文大学出版社,宋軍, 2013-6, 350, $140,道教研究學術論叢,https://book.douban.com/series/48939, 9789629965037,8.1,16,https://book.douban.com/subject/20428383/
飛鸞 : 中國民間教派面面觀,焦大衛 (David K. Jordan)                   /                歐大年 (Daniel L. Overmyer), 中文大學出版社,周育民, 2005-1, 332, HK$130,,, 9789622019485,8.2,25,https://book.douban.com/subject/1764903/
摩尼教及其东渐 ,林悟殊, 中华书局,, 1987-8, 337, 3.20元,,, 9787101001600,8.4,60,https://book.douban.com/subject/2134476/
宝卷 : 十六至十七世纪中国宗教经卷导论,[美]欧大年, 中央编译出版社,马睿, 2011-12, 431, 49.00元,国家清史编纂委员会•编译丛刊,https://book.douban.com/series/336, 9787511710994,8.4,37,https://book.douban.com/subject/10429054/
巫鬼与淫祀 : 楚简所见方术宗教考,晏昌贵, 武汉大学出版社,, 2009-11, 403, 59.00元,楚地出土战国简册研究,https://book.douban.com/series/7842, 9787307073135,7.9,24,https://book.douban.com/subject/4208635/
亿兆斯民 ,葛剑雄, 广东人民出版社,, 2014-10-1, 654, CNY 98.00,葛剑雄文集,https://book.douban.com/series/25737, 9787218094731,8.5,26,https://book.douban.com/subject/26266891/
冯承钧西北史地论集 ,冯承钧, 中国国际广播出版社,, 2013-5, 262, 50.00元,西北史地丛书,https://book.douban.com/series/19754, 9787507836134,,,https://book.douban.com/subject/24732483/
春明梦余录 （上下册） ,[清]孙承泽著, 北京古籍出版社,, 1992, 684,,北京古籍叢書,https://book.douban.com/series/1543, 9787530000656,9.3,22,https://book.douban.com/subject/3667747/
道与庶道 : 宋代以来的道教、民间信仰和神灵模式,[美] 韩明士, 江苏人民出版社,皮庆生, 2007-10, 364, 26.00元,海外中国研究丛书,https://book.douban.com/series/22, 9787214046994,8.0,169,https://book.douban.com/subject/2327851/
中国的宗族与戏剧 ,田仲一成, 上海古籍出版社,"钱杭,任余白", 1992-8, 438页, 6.45元,海外汉学丛书,https://book.douban.com/series/316, 9787532510207,8.5,34,https://book.douban.com/subject/1999898/
义旨之争 : 南宋科举规范之折冲,魏希德, 浙江大学出版社,胡永光, 2016-1-31, 383, CNY 62.00,海外中国思想史研究前沿译丛,https://book.douban.com/series/32949, 9787308153218,7.8,70,https://book.douban.com/subject/26663542/
宋元史学的基本问题 ,近藤一成 主编, 中华书局,王铿 等, 2010年, 312页, 39元,中国史学的基本问题,https://book.douban.com/series/6877, 9787101063004,7.9,81,https://book.douban.com/subject/3316110/
宋代的家族与社会 ,黄宽重, 国家图书馆出版社,, 2009-06, 283, 28.00元,,, 9787501339945,7.8,74,https://book.douban.com/subject/3819918/
唐代地域社会史研究 ,愛宕元, 同朋舍,, 1997-2, 506, JPY 17616,東洋史研究叢刊,https://book.douban.com/series/22849, 9784810423020,,,https://book.douban.com/subject/6041732/
唐宋民间信仰 ,贾二强, 福建人民出版社,, 2002-10-1, 401, 21.00元,,, 9787211042227,7.4,30,https://book.douban.com/subject/1251761/
中古异相 : 写本时代的学术、信仰与社会,余欣, 上海古籍出版社,, 2011-3, 436, 68.00元,,, 9787532551729,8.2,143,https://book.douban.com/subject/6025483/
宋代政治结构研究 ,(日) 平田茂树, 上海古籍出版社,"林松涛,朱刚", 2010年, 384页, 38.00,日本宋学研究六人集,https://book.douban.com/series/6344, 9787532554881,8.0,75,https://book.douban.com/subject/4191648/
幽灵的节日 : 中国中世纪的信仰与生活,[美]太史文, 浙江人民出版社,侯旭东, 1998-01, 256, 15.50元,外国学者笔下的传统中国,https://book.douban.com/series/5126, 9787213017674,7.8,102,https://book.douban.com/subject/1275576/
宋辽关系史研究 ,陶晋生, 中华书局,, 2008-05, 208, 28.00元,,, 9787101060232,8.0,109,https://book.douban.com/subject/3082928/
涂尔干文集 : 教育社会学卷2：教育思想的演进,[法] 埃米尔·涂尔干, 商务印书馆,李康, 2020-6, 508, 129.00,涂尔干文集,https://book.douban.com/series/38561, 9787100141055,,,https://book.douban.com/subject/27074088/
马基雅维里与共和主义 ,[德]吉塞拉·波克                   /                        [英]昆廷·斯金纳                   /                        [意]莫里奇奥·韦罗里 编, 生活·读书·新知三联书店,"阎克文,都健", 2019-6-1,, 56,西学源流,https://book.douban.com/series/936, 9787108064905,8.3,24,https://book.douban.com/subject/30464112/
历史视域中的人民主权 ,[英] 理查德·伯克                   /                        [英] 昆廷·斯金纳, 格致出版社,张爽, 2021-1, 381, 88.00元,格致社会科学,https://book.douban.com/series/54645, 9787543231078,,,https://book.douban.com/subject/35003695/
亚里士多德在中国 ,[英]罗伯特·沃迪, 江苏人民出版社,韩小强, 2019-8, 202, 39.00,海外中国研究丛书,https://book.douban.com/series/22, 9787214233448,,,https://book.douban.com/subject/34397218/
启蒙的另一面 : 古典时代地下哲学文稿研究,(西) 米格尔·贝尼泰兹, 商务印书馆,闫素伟, 2017-1, 613, 80.00,,, 9787100124584,,,https://book.douban.com/subject/26847518/
地方在中央 : 晚期帝都内的同乡会馆、空间和权力,[美]白思奇, 中国社会科学出版社,"秦兰珺,李新德", 2018-12, 238, 66.00元,,, 9787520329316,6.5,27,https://book.douban.com/subject/30469133/
启蒙与绝望 : 一部社会理论史,[英]杰弗里·霍松, 上海三联书店,"潘建雷,王旭辉,向辉", 2018-1, 332,,上海三联人文经典书库,https://book.douban.com/series/865, 9787542661319,7.6,35,https://book.douban.com/subject/27205412/
论人类学与古典学的关系 : 揭示希腊人的精神世界，透视人神如何共处,【美】克莱德·克拉克洪, 北京大学出版社,吴银玲, 2013-5, 105, 20.00,沙发图书馆·星经典,https://book.douban.com/series/12476, 9787301224595,7.4,50,https://book.douban.com/subject/25663394/
莫斯传 ,【加】马塞尔·福尼耶 Marcel Fournier, 北京大学出版社,赵玉燕, 2013-1, 467, 60.00元,未名传记图书馆·社会学名家思想评传,https://book.douban.com/series/21136, 9787301216927,9.0,57,https://book.douban.com/subject/20501152/
马林诺夫斯基 : 一位人类学家的奥德赛，1884—1920,[澳]迈克尔•扬, 北京大学出版社,"宋奕,宋红娟,迟帅", 2013-10, 683, 99.00,未名传记图书馆·社会学名家思想评传,https://book.douban.com/series/21136, 9787301232200,8.3,39,https://book.douban.com/subject/25750072/
烛幽之光 : 哲学问题的人类学省思,[美国]            克利福德·格尔茨, 上海人民出版社,甘会斌, 2013-8-1, 264, 42,世纪人文系列丛书·世纪前沿,https://book.douban.com/series/290, 9787208114937,8.3,58,https://book.douban.com/subject/25059884/
實作理論綱要（全新翻譯修訂） : 布赫迪厄作品1,皮耶·布赫迪厄                   /                Pierre Bourdieu, 麥田,宋偉航, 2009-3, 392 頁, NTD480元,,, 9789861734828,9.1,17,https://book.douban.com/subject/3597141/
穿过针眼 : 财富、西罗马帝国的衰亡和基督教会的形成，350~550年,[美]彼得·布朗 （Peter Brown）, 社会科学文献出版社,"包倩怡,夏洞奇,康凯",,, 168.00,甲骨文丛书,https://book.douban.com/series/23971, 9787509793589,,,https://book.douban.com/subject/30271094/
奥利弗·克伦威尔与清教徒革命 ,[英]查尔斯·哈丁·费尔斯(Charles Harding Firth), 华文全球史｜华文出版社,曾瑞云, 2020-6, 348, 150.00,华文全球史,https://book.douban.com/series/46420, 9787507552065,,,https://book.douban.com/subject/34877024/
王公之泪 : 印度的兵变、金钱与婚姻（1805-1905）,[英]斐迪南·芒特（Ferdinand Mount）, 社会科学文献出版社,"陆大鹏,刘晓晖", 2019-11,, 168.00元,甲骨文丛书,https://book.douban.com/series/23971, 9787520154376,,,https://book.douban.com/subject/34834425/
高远之见 : 维多利亚时代与现代英国的诞生,[英]西蒙·赫弗, 社会科学文献出版社,"徐萍,汪亦男", 2020-8-20, 963, 188,思想会mindtalk,https://book.douban.com/series/43837, 9787520166294,,,https://book.douban.com/subject/35078083/
现代信仰的诞生 : 从中世纪到启蒙运动的信仰与判断,[美]伊桑·H.沙甘, 社会科学文献出版社,唐建清, 2020-11, 372, 79.00元,索 • 恩（Thorn Bird）,https://book.douban.com/series/41899, 9787520170147,8.4,35,https://book.douban.com/subject/35182242/
政治哲学 ,[法] 吕克·费里                   /                        [法] 阿兰·雷诺, 中信出版社,米拉, 2018-1, 584, 88.00元,,, 9787508676142,,,https://book.douban.com/subject/27055220/
全球危机 : 十七世纪的战争、气候变化与大灾难,乔弗里·帕克, 社会科学文献出版社,王兢, 2021-4,, 258.00,甲骨文丛书,https://book.douban.com/series/23971, 9787520161237,,,https://book.douban.com/subject/34970841/
发明欧洲 ,[英] 杰拉德·德朗提, 浙江大学出版社,陈子瑜, 2020-3,, 58.00元,新·全球文明史译丛,https://book.douban.com/series/43573, 9787308197359,,,https://book.douban.com/subject/34896923/
信仰与古典文明 : 从奥古斯都到奥古斯丁,[加] 科克伦, 东方出版社,石鹏, 2020-3-1, 632, 79,信仰与文明丛书,https://book.douban.com/series/51770, 9787520713375,8.5,15,https://book.douban.com/subject/35027953/
民主社会中的科学 ,菲利普·基切尔, 浙江大学出版社,"白惠仁,袁海军", 2019-9,, 68,,, 9787308188593,,,https://book.douban.com/subject/30424832/
政治与历史 : 从马基雅维利到马克思（1955-1972年高等师范学校讲义）,[法] 路易·阿尔都塞, 西北大学出版社,吴子枫, 2018-1, 521, 116.00元,精神译丛,https://book.douban.com/series/26888, 9787560440965,9.3,138,https://book.douban.com/subject/27119176/
理论的危机 : E.P.汤普森、新左派和战后英国政治,[新西兰]斯科特·汉密尔顿 (Scott Hamilton), 上海人民出版社,程祥钰, 2018-7, 386, 58.00,光启文景丛书,https://book.douban.com/series/42629, 9787208152373,8.3,54,https://book.douban.com/subject/30248304/
权利的时代 ,[意] 诺伯托·博比奥, 西北大学出版社,"沙志利,赵文 校", 2016-10, 259, 55.00元,精神译丛,https://book.douban.com/series/26888, 9787560439013,,,https://book.douban.com/subject/26921090/
政治社会学 ,[美] 安东尼·奥罗姆, 中国人民大学出版社,王军, 2018-10,, 38.00元,,, 9787300262543,7.0,17,https://book.douban.com/subject/30320090/
悲剧与拒绝 : 西方政治思想中的差异政治,[美] 迈克尔•布林特, 社会科学文献出版社,庞金友, 2015-10, 236, 59,政治文化研究译丛,https://book.douban.com/series/13857, 9787509778135,8.2,12,https://book.douban.com/subject/26535497/
政治宪政主义 : 民主合宪性的一种共和主义辩护,[英]理查德·贝拉米, 法律出版社,田飞龙, 2014-11,, 42.00元,宪政古今译丛,https://book.douban.com/series/3928, 9787511867018,,,https://book.douban.com/subject/26270438/
政治神学 : 新主权概念四论,[美]保罗·卡恩, 译林出版社,郑琪, 2015-10-1, 191, CNY 39.00,西方政治思想译丛,https://book.douban.com/series/5515, 9787544757904,8.6,48,https://book.douban.com/subject/26668689/
復返 : 21世紀成為原住民,詹姆斯·克里弗德（James Clifford）, 桂冠圖書股份有限公司,"林徐達,梁永安,比恕依·西浪（Pisuy Silan）", 2017-4-10, 464, NT$500,,, 9789577306456,,,https://book.douban.com/subject/27017582/
欧洲历史地理 ,[英]诺曼·庞兹, 商务印书馆,"王大学,秦瑞芳,屈伯文", 2020-12, 588, 148.00,二十世纪人文译丛,https://book.douban.com/series/35302, 9787100158534,,,https://book.douban.com/subject/30135483/
东亚的诞生 : 从秦汉到隋唐,[美]何肯, 中信出版集团,魏美强,, 488, 88.00元,观潮丛书,https://book.douban.com/series/40365, 9787508688916,,,https://book.douban.com/subject/30220038/
剑桥早期内亚史 ,丹尼斯·塞诺, 商务印书馆,蓝琪, 2021-1-1, 551, 158,,, 9787100187695,9.6,30,https://book.douban.com/subject/35152165/
中国革命纪事 ,[俄] A.B.勃拉戈达托夫, 人民出版社,李辉, 2018-11-1, 342, 88,,, 9787010198422,,,https://book.douban.com/subject/30330180/
百济的宗教与社会 ,[韩] 张寅成, 社会科学文献出版社,全莹, 2019-6, 248, 59,,, 9787509799918,,,https://book.douban.com/subject/30271614/
谁背叛了中国 : 中国与一战,[英]吴芳思                   /                        [英]克里斯托弗·阿南德尔, 江苏人民出版社,张宇扬, 2018-12, 240, 45.00元,,, 9787214221056,,,https://book.douban.com/subject/30372876/
印度—伊朗人的起源(全二册） ,（俄）爱莱娜·库兹米娜, 上海古籍出版社,"邵会秋 /译,杨建华 /校", 2020-12, 442, 228,东北亚与欧亚草原考古学译丛,https://book.douban.com/series/47373, 9787532598373,,,https://book.douban.com/subject/35294736/
承袭的权力 : 一个驱魔师的故事,[意]乔瓦尼·莱维, 北京大学出版社,谢宏维, 2019-3, 220, 52,博雅同文馆·历史-人类学译丛,https://book.douban.com/series/5673, 9787301298749,7.2,48,https://book.douban.com/subject/30313604/
档案中的虚构 : 16世纪法国的赦罪故事及故事的讲述者,[美]娜塔莉·戴维斯, 北京大学出版社,"饶佳荣,陈瑶", 2015-6-1, 274, CNY 42.00,博雅同文馆·历史-人类学译丛,https://book.douban.com/series/5673, 9787301199817,7.7,318,https://book.douban.com/subject/26293798/
文艺复兴时期的历史意识 ,[英国]            彼得·伯克, 上海三联书店,"杨贤宗,高细媛", 2017-12, 184, 42元,上海三联人文经典书库,https://book.douban.com/series/865, 9787542661593,7.9,72,https://book.douban.com/subject/27600496/
马丁·盖尔归来（第二版） ,[美] 娜塔莉·泽蒙·戴维斯, 北京大学出版社,刘永华, 2015-3, 312, 42,博雅同文馆·历史-人类学译丛,https://book.douban.com/series/5673, 9787301251096,8.4,432,https://book.douban.com/subject/26275182/
法国近代早期的社会与文化 ,【美】娜塔莉·泽蒙·戴维斯, 中国人民大学出版社,"钟孜 译,许平 校", 2011-7, 430, 65.00元,当代世界学术名著·历史学系列,https://book.douban.com/series/21611, 9787300137667,9.1,52,https://book.douban.com/subject/6737037/
